"","id","county","model_turnout","actual_turnout","repub","dem","oth","model_support","county_model_turnout","county_actual_turnout","county_dev","pc_dev","pc_county_ratio","pc_sd","t","cut1","twoway"
"388","Chesapeake City002","CHESAPEAKE CITY",1186.300722,1008,"754","233","21","0.311988966",69557.229986,59945,0.160350821352907,0.176885636904762,1.10311650051024,0.199996140184729,0.515592453009334,FALSE,0.236068895643364
"389","Chesapeake City053","CHESAPEAKE CITY",818.4264,687,"329","349","9","0.598391",69557.229986,59945,0.160350821352907,0.19130480349345,1.19303912433612,0.199996140184729,0.9652142494241,FALSE,0.514749262536873
"390","Chesapeake City023","CHESAPEAKE CITY",1183.41312,993,"449","521","23","0.602040127",69557.229986,59945,0.160350821352907,0.191755407854985,1.195849240042,0.199996140184729,0.979265099121938,FALSE,0.537113402061856
"391","Chesapeake City001","CHESAPEAKE CITY",1344.193873,1155,"750","380","25","0.412467372",69557.229986,59945,0.160350821352907,0.163804219047619,1.02153651391103,0.199996140184729,0.107684647769393,FALSE,0.336283185840708
"392","Chesapeake City052","CHESAPEAKE CITY",1136.466847,968,"358","588","22","0.664532837",69557.229986,59945,0.160350821352907,0.174035998966942,1.08534522928271,0.199996140184729,0.426734381992985,FALSE,0.621564482029598
"393","Chesapeake City021","CHESAPEAKE CITY",1130.336647,952,"539","397","16","0.491231556",69557.229986,59945,0.160350821352907,0.187328410714286,1.16824104257006,0.199996140184729,0.841221447647262,FALSE,0.424145299145299
"394","Chesapeake City056","CHESAPEAKE CITY",985.322693,825,"336","471","18","0.660179261",69557.229986,59945,0.160350821352907,0.194330536969697,1.21190858475247,0.199996140184729,1.05956337235676,FALSE,0.58364312267658
"395","Chesapeake City041","CHESAPEAKE CITY",1761.629,1528,"623","868","37","0.616854405",69557.229986,59945,0.160350821352907,0.152898560209424,0.953525269901289,0.199996140184729,0.232378135176927,FALSE,0.582159624413146
"396","Chesapeake City060","CHESAPEAKE CITY",1636.484083,1370,"928","420","22","0.376636378",69557.229986,59945,0.160350821352907,0.19451392919708,1.2130522784725,0.199996140184729,1.06528195132021,FALSE,0.311572700296736
"397","Chesapeake City054","CHESAPEAKE CITY",1194.799,956,"270","670","16","0.756594",69557.229986,59945,0.160350821352907,0.249789748953975,1.55777031166075,0.199996140184729,2.78890538160165,FALSE,0.712765957446808
"398","Chesapeake City047","CHESAPEAKE CITY",718.5582,629,"422","182","25","0.360772",69557.229986,59945,0.160350821352907,0.142381875993641,0.887939798451551,0.199996140184729,0.560311821242867,FALSE,0.301324503311258
"399","Chesapeake City049","CHESAPEAKE CITY",2105.56877,1774,"980","763","31","0.489559882",69557.229986,59945,0.160350821352907,0.186904605411499,1.16559805453164,0.199996140184729,0.828006252414104,FALSE,0.437751004016064
"400","Chesapeake City040","CHESAPEAKE CITY",1361.365588,1121,"512","575","34","0.57941721",69557.229986,59945,0.160350821352907,0.214420685102587,1.33719729835796,0.199996140184729,1.6860190303998,FALSE,0.528978840846366
"401","Chesapeake City034","CHESAPEAKE CITY",1820.03281,1558,"1151","380","27","0.331103705",69557.229986,59945,0.160350821352907,0.168185372272144,1.04885881377554,0.199996140184729,0.244298783618586,FALSE,0.248203788373612
"402","Chesapeake City012","CHESAPEAKE CITY",1141.496,962,"120","832","10","0.853865",69557.229986,59945,0.160350821352907,0.186586278586279,1.16361286466773,0.199996140184729,0.818080111529164,FALSE,0.873949579831933
"403","Chesapeake City046","CHESAPEAKE CITY",1096.2234,948,"517","397","34","0.475011005",69557.229986,59945,0.160350821352907,0.156353797468355,0.975073255934526,0.199996140184729,0.124636125689475,FALSE,0.434354485776805
"404","Chesapeake City027","CHESAPEAKE CITY",1525.102441,1317,"758","528","31","0.470820463",69557.229986,59945,0.160350821352907,0.158012483675019,0.985417363889009,0.199996140184729,0.07291458773915,FALSE,0.410575427682737
"405","Chesapeake City009","CHESAPEAKE CITY",2091.867815,1766,"1092","630","44","0.40425362",69557.229986,59945,0.160350821352907,0.184523111551529,1.15074628239928,0.199996140184729,0.753745958597214,FALSE,0.365853658536585
"406","Chesapeake City033","CHESAPEAKE CITY",644.146201,572,"345","208","19","0.502101865",69557.229986,59945,0.160350821352907,0.126129722027972,0.786586067746921,0.199996140184729,1.06709025512171,FALSE,0.376130198915009
"407","Chesapeake City063","CHESAPEAKE CITY",870.073737,748,"568","168","12","0.319544758",69557.229986,59945,0.160350821352907,0.16320018315508,1.01776954915561,0.199996140184729,0.0888494604905856,FALSE,0.228260869565217
"408","Chesapeake City048","CHESAPEAKE CITY",1347.439811,1040,"65","967","8","0.91147546",69557.229986,59945,0.160350821352907,0.295615202884615,1.8435527825206,0.199996140184729,4.21784531312176,FALSE,0.937015503875969
"409","Chesapeake City028","CHESAPEAKE CITY",148.730597,129,"88","35","6","0.339725441",69557.229986,59945,0.160350821352907,0.152950364341085,0.953848337355663,0.199996140184729,0.230762766729941,FALSE,0.284552845528455
"410","Chesapeake City042","CHESAPEAKE CITY",1016.242426,808,"345","451","12","0.616868759",69557.229986,59945,0.160350821352907,0.257725774752475,1.60726195586651,0.199996140184729,3.03636837843775,FALSE,0.566582914572864
"411","Chesapeake City050","CHESAPEAKE CITY",1305.665,1167,"510","634","23","0.62811",69557.229986,59945,0.160350821352907,0.11882176520994,0.74101126646824,0.199996140184729,1.29496865935784,FALSE,0.554195804195804
"412","Chesapeake City008","CHESAPEAKE CITY",1154.36267,947,"429","501","17","0.614293463",69557.229986,59945,0.160350821352907,0.218967972544879,1.36555566536803,0.199996140184729,1.82781360195441,FALSE,0.538709677419355
"413","Chesapeake City017","CHESAPEAKE CITY",865.7811,744,"497","227","20","0.389917",69557.229986,59945,0.160350821352907,0.163684274193548,1.02078849869627,0.199996140184729,0.103944499514208,FALSE,0.31353591160221
"414","Chesapeake City016","CHESAPEAKE CITY",1327.742379,1178,"818","333","27","0.358267215",69557.229986,59945,0.160350821352907,0.127115771646859,0.792735394645078,0.199996140184729,1.03634302723782,FALSE,0.289313640312772
"415","Chesapeake City059","CHESAPEAKE CITY",710.894799,643,"343","286","14","0.531278936",69557.229986,59945,0.160350821352907,0.10559066718507,0.658497825543915,0.199996140184729,1.70754382629911,FALSE,0.454689984101749
"416","Chesapeake City007","CHESAPEAKE CITY",1522.294551,620,"76","518","26","0.473110614",69557.229986,59945,0.160350821352907,1.45531379193548,9.07581127216409,0.199996140184729,40.379835654352,TRUE,0.872053872053872
"417","Chesapeake City057","CHESAPEAKE CITY",1111.120723,934,"428","491","15","0.594932985",69557.229986,59945,0.160350821352907,0.189636748394004,1.18263658891178,0.199996140184729,0.913200568486405,FALSE,0.534276387377584
"418","Chesapeake City020","CHESAPEAKE CITY",1440.099662,1217,"662","534","21","0.475700892",69557.229986,59945,0.160350821352907,0.18331936072309,1.14323929978277,0.199996140184729,0.716210321111532,FALSE,0.446488294314381
"419","Chesapeake City022","CHESAPEAKE CITY",715.17904,596,"345","229","22","0.522414814",69557.229986,59945,0.160350821352907,0.199964832214765,1.24704588681011,0.199996140184729,1.23525327329778,FALSE,0.398954703832753
"420","Chesapeake City061","CHESAPEAKE CITY",1112.590178,961,"692","251","18","0.337935837",69557.229986,59945,0.160350821352907,0.157742120707596,0.983731292279636,0.199996140184729,0.0813451084872806,FALSE,0.266171792152704
"421","Chesapeake City062","CHESAPEAKE CITY",1291.97347,1174,"754","391","29","0.40012492",69557.229986,59945,0.160350821352907,0.100488475298126,0.626678893505426,0.199996140184729,1.86664155693081,FALSE,0.341484716157205
"422","Chesapeake City055","CHESAPEAKE CITY",929.017797,797,"148","642","7","0.789409814",69557.229986,59945,0.160350821352907,0.165643409033877,1.03300630228343,0.199996140184729,0.16503469643435,FALSE,0.812658227848101
"423","Chesapeake City051","CHESAPEAKE CITY",1504.274,1294,"928","339","27","0.329103",69557.229986,59945,0.160350821352907,0.162499227202473,1.01339815930745,0.199996140184729,0.0669920894226753,FALSE,0.267561168113654
"424","Chesapeake City045","CHESAPEAKE CITY",477.123308,420,"111","300","9","0.737332015",69557.229986,59945,0.160350821352907,0.136007876190476,0.848189457608978,0.199996140184729,0.759067361254075,FALSE,0.72992700729927
"425","Chesapeake City030","CHESAPEAKE CITY",602.154672,431,"15","414","2","0.956683491",69557.229986,59945,0.160350821352907,0.397110607888631,2.47651121795412,0.199996140184729,7.382698569034,FALSE,0.965034965034965
"426","Chesapeake City004","CHESAPEAKE CITY",1024.340923,888,"556","314","18","0.40383242",69557.229986,59945,0.160350821352907,0.15353707545045,0.957507259114935,0.199996140184729,0.212467804857717,FALSE,0.360919540229885
"427","Chesapeake City035","CHESAPEAKE CITY",814.411481,625,"179","436","10","0.742116118",69557.229986,59945,0.160350821352907,0.3030583696,1.8899707968007,0.199996140184729,4.4499398637327,FALSE,0.708943089430894
"428","Chesapeake City010","CHESAPEAKE CITY",591.220908,482,"251","214","17","0.580820785",69557.229986,59945,0.160350821352907,0.226599394190871,1.41314769877082,0.199996140184729,2.06577836146844,FALSE,0.460215053763441
"429","Chesapeake City044","CHESAPEAKE CITY",847.275411,747,"315","424","8","0.564438782",69557.229986,59945,0.160350821352907,0.134237497991968,0.837148801979207,0.199996140184729,0.814271704795772,FALSE,0.573748308525034
"430","Chesapeake City037","CHESAPEAKE CITY",1089.167625,965,"623","323","19","0.39829846",69557.229986,59945,0.160350821352907,0.128671113989637,0.802435016571898,0.199996140184729,0.987843981616939,FALSE,0.341437632135307
"431","Chesapeake City039","CHESAPEAKE CITY",559.745669,499,"300","190","9","0.41670498",69557.229986,59945,0.160350821352907,0.121734807615231,0.759177948626227,0.199996140184729,1.20413349553314,FALSE,0.387755102040816
"432","Chesapeake City038","CHESAPEAKE CITY",1157.960303,1031,"698","311","22","0.383216045",69557.229986,59945,0.160350821352907,0.123142873908826,0.767959109094978,0.199996140184729,1.1602268458316,FALSE,0.308225966303271
"433","Chesapeake City025","CHESAPEAKE CITY",634.153724,505,"239","255","11","0.608262348",69557.229986,59945,0.160350821352907,0.255749948514851,1.59494005928405,0.199996140184729,2.97475770649637,FALSE,0.516194331983806
"434","Chesapeake City015","CHESAPEAKE CITY",1062.428973,849,"367","468","14","0.636320941",69557.229986,59945,0.160350821352907,0.251388660777385,1.56774164707344,0.199996140184729,2.8387630208715,FALSE,0.560479041916168
"435","Chesapeake City032","CHESAPEAKE CITY",1490.364827,1121,"65","1048","8","0.945040538",69557.229986,59945,0.160350821352907,0.329495831400535,2.05484342780738,0.199996140184729,5.2743189285206,FALSE,0.941599281221923
"436","Chesapeake City014","CHESAPEAKE CITY",324.198786,305,"185","116","4","0.424851523",69557.229986,59945,0.160350821352907,0.0629468393442622,0.392557012263293,0.199996140184729,3.03727355525779,FALSE,0.385382059800664
"437","Chesapeake City043","CHESAPEAKE CITY",1163.437114,1039,"728","292","19","0.327136037",69557.229986,59945,0.160350821352907,0.119766230991338,0.74690126299853,0.199996140184729,1.26551810833795,FALSE,0.286274509803922
"438","Chesapeake City031","CHESAPEAKE CITY",1368.785515,1015,"138","870","7","0.893731531",69557.229986,59945,0.160350821352907,0.348557157635468,2.17371607263769,0.199996140184729,5.86869362355478,FALSE,0.863095238095238
"439","Chesapeake City018","CHESAPEAKE CITY",812.141162,607,"205","392","10","0.72769682",69557.229986,59945,0.160350821352907,0.337959080724876,2.10762300980724,0.199996140184729,5.53822193160413,FALSE,0.656616415410385
"440","Chesapeake City024","CHESAPEAKE CITY",1015.739487,748,"310","415","23","0.685239921",69557.229986,59945,0.160350821352907,0.357940490641711,2.23223359644626,0.199996140184729,6.16128688937743,TRUE,0.572413793103448
"441","Chesapeake City011","CHESAPEAKE CITY",948.536972,758,"422","318","18","0.596508107",69557.229986,59945,0.160350821352907,0.251368036939314,1.56761303009538,0.199996140184729,2.83811992357003,TRUE,0.42972972972973
"442","Chesapeake City019","CHESAPEAKE CITY",883.192186,841,"543","278","20","0.379633823",69557.229986,59945,0.160350821352907,0.0501690677764566,0.312870662920038,0.199996140184729,3.43571299148717,FALSE,0.338611449451888
"443","Chesapeake City026","CHESAPEAKE CITY",469.668556,335,"105","222","8","0.765026891",69557.229986,59945,0.160350821352907,0.401995689552239,2.50697617985697,0.199996140184729,7.53502631833314,FALSE,0.678899082568807
"444","ChesterfieldNA","CHESTERFIELD",0,0,"--","--","--","#N/A",113053.423388,96637,0.169877204259238,NA,NA,0.058537052571395,NA,FALSE,NA
"445","Chesterfield202","CHESTERFIELD",1693.334216,1458,"545","874","39","0.645788681",113053.423388,96637,0.169877204259238,0.161408927297668,0.950150598495562,0.058537052571395,0.851587145485991,FALSE,0.615926708949965
"446","Chesterfield413","CHESTERFIELD",1432.13403,1214,"611","555","48","0.530512153",113053.423388,96637,0.169877204259238,0.179682067545305,1.05771735724532,0.058537052571395,0.985996983276948,FALSE,0.47598627787307
"447","Chesterfield205","CHESTERFIELD",1839.135261,1580,"554","992","34","0.659879649",113053.423388,96637,0.169877204259238,0.164009658860759,0.965460077918844,0.058537052571395,0.590052292759858,FALSE,0.641655886157827
"448","Chesterfield213","CHESTERFIELD",2375.008865,2004,"474","1499","31","0.781103519",113053.423388,96637,0.169877204259238,0.185134164171657,1.08981169650718,0.058537052571395,1.53427090299153,FALSE,0.759756715661429
"449","Chesterfield108","CHESTERFIELD",2294.079674,1910,"1209","648","53","0.400354431",113053.423388,96637,0.169877204259238,0.201088834554974,1.18373053896099,0.058537052571395,3.13870498923568,FALSE,0.348949919224556
"450","Chesterfield509","CHESTERFIELD",950.338547,836,"394","411","31","0.518211604",113053.423388,96637,0.169877204259238,0.136768596889952,0.805102706312724,0.058537052571395,3.32946885990832,FALSE,0.51055900621118
"451","Chesterfield212","CHESTERFIELD",962.9594,818,"478","316","24","0.450624",113053.423388,96637,0.169877204259238,0.177211980440098,1.04317693014106,0.058537052571395,0.737600002808451,FALSE,0.397984886649874
"452","Chesterfield508","CHESTERFIELD",1782.338334,1532,"831","651","50","0.462191851",113053.423388,96637,0.169877204259238,0.163406223237598,0.961907890762287,0.058537052571395,0.650735005683006,FALSE,0.439271255060729
"453","Chesterfield410","CHESTERFIELD",988.914537,835,"438","370","27","0.476679607",113053.423388,96637,0.169877204259238,0.184328786826347,1.08507075819929,0.058537052571395,1.45328051998405,FALSE,0.457920792079208
"454","Chesterfield112","CHESTERFIELD",1358.081155,1182,"546","593","43","0.550413903",113053.423388,96637,0.169877204259238,0.148968828257191,0.876920649281819,0.058537052571395,2.10258879310787,FALSE,0.520632133450395
"455","Chesterfield109","CHESTERFIELD",2277.052,1960,"1041","878","41","0.483831",113053.423388,96637,0.169877204259238,0.161761224489796,0.952224432908274,0.058537052571395,0.816159423699317,FALSE,0.457529963522668
"456","Chesterfield303","CHESTERFIELD",1994.302886,1663,"771","859","33","0.599998692",113053.423388,96637,0.169877204259238,0.199220015634396,1.17272954015878,0.058537052571395,2.95077275966552,FALSE,0.526993865030675
"457","Chesterfield110","CHESTERFIELD",1071.819032,904,"447","427","30","0.501946482",113053.423388,96637,0.169877204259238,0.185640522123894,1.09279242576067,0.058537052571395,1.58519128798801,FALSE,0.488558352402746
"458","Chesterfield408","CHESTERFIELD",2010.529922,1753,"675","1004","74","0.607484376",113053.423388,96637,0.169877204259238,0.14690811294923,0.864790032246135,0.058537052571395,2.30981851347837,FALSE,0.597974985110185
"459","Chesterfield210","CHESTERFIELD",1880.684239,1655,"621","977","57","0.627453225",113053.423388,96637,0.169877204259238,0.136365099093656,0.802727474167505,0.058537052571395,3.37004541853027,FALSE,0.611389236545682
"460","Chesterfield208","CHESTERFIELD",1496.169526,1287,"371","880","36","0.724817047",113053.423388,96637,0.169877204259238,0.162524884226884,0.956719796135012,0.058537052571395,0.739364248177695,FALSE,0.70343725019984
"461","Chesterfield104","CHESTERFIELD",1697.974001,1464,"920","487","57","0.406734722",113053.423388,96637,0.169877204259238,0.159818306693989,0.940787243296641,0.058537052571395,1.01154318678993,FALSE,0.346126510305615
"462","Chesterfield111","CHESTERFIELD",2611.148,2152,"1115","974","63","0.4755633",113053.423388,96637,0.169877204259238,0.21335873605948,1.25595860250848,0.058537052571395,4.37259122666442,FALSE,0.466251795117281
"463","Chesterfield302","CHESTERFIELD",684.080789,566,"328","209","29","0.433206936",113053.423388,96637,0.169877204259238,0.208623302120141,1.2280829734034,0.058537052571395,3.89638636358081,FALSE,0.389199255121043
"464","Chesterfield103","CHESTERFIELD",1716.039655,1488,"914","527","47","0.427483873",113053.423388,96637,0.169877204259238,0.153252456317204,0.902136675638575,0.058537052571395,1.67181844767577,FALSE,0.365718251214434
"465","Chesterfield304","CHESTERFIELD",1984.076438,1733,"1199","482","52","0.361629013",113053.423388,96637,0.169877204259238,0.144879652625505,0.852849287561937,0.058537052571395,2.51380460706643,FALSE,0.286734086853064
"466","Chesterfield309","CHESTERFIELD",2149.3977,1860,"1282","514","64","0.31319786",113053.423388,96637,0.169877204259238,0.155590161290323,0.915897821422155,0.058537052571395,1.43673408351522,FALSE,0.28619153674833
"467","Chesterfield404","CHESTERFIELD",1582.360423,1363,"623","685","55","0.53495171",113053.423388,96637,0.169877204259238,0.160939415260455,0.947386766589684,0.058537052571395,0.89880223036761,FALSE,0.523700305810398
"468","Chesterfield506","CHESTERFIELD",1701.31842,1486,"714","710","62","0.505205251",113053.423388,96637,0.169877204259238,0.14489799461642,0.85295725961737,0.058537052571395,2.5119600991746,FALSE,0.498595505617978
"469","Chesterfield415","CHESTERFIELD",1719.867247,1494,"835","595","64","0.431733881",113053.423388,96637,0.169877204259238,0.151182896251673,0.889953993008758,0.058537052571395,1.87993761484701,FALSE,0.416083916083916
"470","Chesterfield401","CHESTERFIELD",1149.749215,992,"553","398","41","0.430477712",113053.423388,96637,0.169877204259238,0.15902138608871,0.9360960864769,0.058537052571395,1.09168314282923,FALSE,0.41850683491062
"471","Chesterfield403","CHESTERFIELD",1833.704581,1621,"936","611","74","0.432597118",113053.423388,96637,0.169877204259238,0.131218125231339,0.772429272094068,0.058537052571395,3.88763557284293,FALSE,0.394957983193277
"472","Chesterfield516","CHESTERFIELD",892.388225,718,"147","561","10","0.766814609",113053.423388,96637,0.169877204259238,0.242880536211699,1.42974177889728,0.058537052571395,7.34136346159794,FALSE,0.792372881355932
"473","Chesterfield107","CHESTERFIELD",1529.244747,1276,"645","587","44","0.510964527",113053.423388,96637,0.169877204259238,0.198467670062696,1.16830077895459,0.058537052571395,2.87511535961468,FALSE,0.476461038961039
"474","Chesterfield503","CHESTERFIELD",1609.59667,1385,"835","501","49","0.387551975",113053.423388,96637,0.169877204259238,0.162163660649819,0.954593415620099,0.058537052571395,0.775689625379074,FALSE,0.375
"475","Chesterfield106","CHESTERFIELD",2208.887425,1910,"839","985","86","0.565086099",113053.423388,96637,0.169877204259238,0.156485562827225,0.921168696586406,0.058537052571395,1.34669068480082,FALSE,0.540021929824561
"476","Chesterfield411","CHESTERFIELD",1778.328626,1514,"852","608","54","0.427986145",113053.423388,96637,0.169877204259238,0.174589581241744,1.0277399019077,0.058537052571395,0.473886208634552,FALSE,0.416438356164384
"477","Chesterfield316","CHESTERFIELD",1534.017598,1297,"761","497","39","0.45710636",113053.423388,96637,0.169877204259238,0.182742943716268,1.07573552621808,0.058537052571395,1.29380491314815,FALSE,0.395071542130366
"478","Chesterfield515","CHESTERFIELD",1285.566558,1109,"235","855","19","0.798598957",113053.423388,96637,0.169877204259238,0.159212405770965,0.937220543893585,0.058537052571395,1.07247381527872,FALSE,0.784403669724771
"479","Chesterfield313","CHESTERFIELD",2265.81,1962,"1170","735","57","0.392451",113053.423388,96637,0.169877204259238,0.154847094801223,0.911523682511996,0.058537052571395,1.51145836015733,FALSE,0.385826771653543
"480","Chesterfield305","CHESTERFIELD",1333.009657,1137,"712","392","33","0.383477815",113053.423388,96637,0.169877204259238,0.172391958663149,1.01480336584815,0.058537052571395,0.252888814825376,FALSE,0.355072463768116
"481","Chesterfield315","CHESTERFIELD",1772.394033,1514,"1047","426","41","0.34555963",113053.423388,96637,0.169877204259238,0.170669770805812,1.004665526196,0.058537052571395,0.0797021030450287,FALSE,0.289205702647658
"482","Chesterfield204","CHESTERFIELD",1056.454642,958,"441","494","23","0.54196901",113053.423388,96637,0.169877204259238,0.102771025052192,0.604972429940394,0.058537052571395,6.74833379384465,FALSE,0.528342245989305
"483","Chesterfield307","CHESTERFIELD",1851.816,1536,"943","542","51","0.425484",113053.423388,96637,0.169877204259238,0.205609375,1.21034117494795,0.058537052571395,3.59329972569786,FALSE,0.364983164983165
"484","Chesterfield501","CHESTERFIELD",1357.056941,1152,"585","524","43","0.490078458",113053.423388,96637,0.169877204259238,0.178000816840278,1.04782049843864,0.058537052571395,0.816926994749474,FALSE,0.472497745716862
"485","Chesterfield306","CHESTERFIELD",1989.586319,1711,"1241","416","54","0.294431809",113053.423388,96637,0.169877204259238,0.162820759205143,0.958461495261444,0.058537052571395,0.709610458912207,FALSE,0.251056125528063
"486","Chesterfield518","CHESTERFIELD",1897.140152,1637,"1103","498","36","0.311931052",113053.423388,96637,0.169877204259238,0.158912737935247,0.935456517713474,0.058537052571395,1.10260902200031,FALSE,0.31105559025609
"487","Chesterfield209","CHESTERFIELD",1777.963204,1496,"808","615","73","0.5144816",113053.423388,96637,0.169877204259238,0.188478077540107,1.10949599366189,0.058537052571395,1.87054162879726,FALSE,0.432185523541813
"488","Chesterfield402","CHESTERFIELD",2452.665635,2050,"1052","925","73","0.509399674",113053.423388,96637,0.169877204259238,0.19642226097561,1.15626026359524,0.058537052571395,2.66942486392973,FALSE,0.467880627212949
"489","Chesterfield417","CHESTERFIELD",654.8254,593,"329","242","22","0.400526",113053.423388,96637,0.169877204259238,0.1042586846543,0.61372969439265,0.058537052571395,6.59873172015679,FALSE,0.423817863397548
"490","Chesterfield409","CHESTERFIELD",876.382807,774,"385","354","35","0.510932405",113053.423388,96637,0.169877204259238,0.132277528423773,0.7786655602238,0.058537052571395,3.78109983426734,FALSE,0.479025710419486
"491","Chesterfield514","CHESTERFIELD",2123.659721,1874,"1130","667","77","0.372899645",113053.423388,96637,0.169877204259238,0.133222903415155,0.784230609375065,0.058537052571395,3.68603100338492,FALSE,0.371174179187535
"492","Chesterfield201","CHESTERFIELD",1269.808993,1012,"556","420","36","0.509693739",113053.423388,96637,0.169877204259238,0.254751969367589,1.49962421667141,0.058537052571395,8.53517891188731,FALSE,0.430327868852459
"493","Chesterfield310","CHESTERFIELD",1901.319,1693,"1012","622","59","0.394174",113053.423388,96637,0.169877204259238,0.123047253396338,0.724330577094757,0.058537052571395,4.70931505423888,FALSE,0.380660954712362
"494","Chesterfield510","CHESTERFIELD",1936.855807,1656,"990","593","73","0.371558868",113053.423388,96637,0.169877204259238,0.169598917270531,0.998361834420808,0.058537052571395,0.0279851052834224,FALSE,0.374605180037903
"495","Chesterfield211","CHESTERFIELD",2375.110096,2078,"1349","660","69","0.341799386",113053.423388,96637,0.169877204259238,0.1429788719923,0.84166014278237,0.058537052571395,2.70495097142976,FALSE,0.328521652563464
"496","Chesterfield416","CHESTERFIELD",676.3136,526,"289","225","12","0.438933",113053.423388,96637,0.169877204259238,0.285767300380228,1.682199219291,0.058537052571395,11.6541436461795,FALSE,0.437743190661479
"497","Chesterfield405","CHESTERFIELD",1848.53,1617,"856","709","52","0.462523",113053.423388,96637,0.169877204259238,0.143184910327767,0.842873009078149,0.058537052571395,2.68423133758247,FALSE,0.453035143769968
"498","Chesterfield407","CHESTERFIELD",1018.370223,892,"519","329","44","0.387428766",113053.423388,96637,0.169877204259238,0.141670653587444,0.833959177779085,0.058537052571395,2.83650807355567,FALSE,0.387971698113208
"499","Chesterfield102","CHESTERFIELD",1597.329439,1291,"689","556","46","0.499157067",113053.423388,96637,0.169877204259238,0.237280742835012,1.39677800720639,0.058537052571395,6.77823685643309,FALSE,0.446586345381526
"500","Chesterfield206","CHESTERFIELD",897.068314,732,"147","568","17","0.807725032",113053.423388,96637,0.169877204259238,0.225503161202186,1.3274480362772,0.058537052571395,5.59385930608348,FALSE,0.794405594405594
"501","Chesterfield414","CHESTERFIELD",2109.743559,1705,"909","709","87","0.504926597",113053.423388,96637,0.169877204259238,0.237386251612903,1.39739909570588,0.058537052571395,6.78884703361508,FALSE,0.438195302843016
"502","Chesterfield504","CHESTERFIELD",2601.489186,2266,"1400","802","64","0.344422466",113053.423388,96637,0.169877204259238,0.148053480141218,0.871532356485473,0.058537052571395,2.19463806036084,FALSE,0.364214350590372
"503","Chesterfield207","CHESTERFIELD",565.940077,458,"135","312","11","0.712412776",113053.423388,96637,0.169877204259238,0.235677024017467,1.38733754799624,0.058537052571395,6.61696363211691,FALSE,0.697986577181208
"504","Chesterfield317","CHESTERFIELD",1957.397,1828,"1113","672","43","0.411064",113053.423388,96637,0.169877204259238,0.0707861050328227,0.416689839825718,0.058537052571395,9.9648023696247,FALSE,0.376470588235294
"505","Chesterfield203","CHESTERFIELD",1033.414527,812,"332","453","27","0.649604774",113053.423388,96637,0.169877204259238,0.272677988916256,1.60514761297896,0.058537052571395,10.3378558775383,FALSE,0.577070063694267
"506","Chesterfield507","CHESTERFIELD",2521.395,2184,"1423","697","64","0.315",113053.423388,96637,0.169877204259238,0.15448489010989,0.909391526564925,0.058537052571395,1.54788240020394,FALSE,0.32877358490566
"507","Chesterfield101","CHESTERFIELD",834.43176,657,"342","290","25","0.55303649",113053.423388,96637,0.169877204259238,0.270063561643836,1.58975751232467,0.058537052571395,10.0749437564416,FALSE,0.458860759493671
"508","Chesterfield308","CHESTERFIELD",532.245502,416,"181","228","7","0.534971979",113053.423388,96637,0.169877204259238,0.279436302884615,1.64493113777754,0.058537052571395,11.017485668431,FALSE,0.557457212713936
"509","Chesterfield406","CHESTERFIELD",1660.077659,1479,"901","521","57","0.349431835",113053.423388,96637,0.169877204259238,0.122432494252874,0.720711732846966,0.058537052571395,4.77113648338201,FALSE,0.366385372714487
"510","Chesterfield505","CHESTERFIELD",1911.400012,1737,"911","764","62","0.458222805",113053.423388,96637,0.169877204259238,0.100403000575705,0.591032805216685,0.058537052571395,6.98646714889713,FALSE,0.456119402985075
"511","Chesterfield513","CHESTERFIELD",698.312016,534,"153","354","27","0.707130873",113053.423388,96637,0.169877204259238,0.307700404494382,1.81131073963768,0.058537052571395,13.8597811812981,FALSE,0.698224852071006
"512","Chesterfield502","CHESTERFIELD",1010.207227,903,"477","389","37","0.43551827",113053.423388,96637,0.169877204259238,0.118723396456257,0.698877739211443,0.058537052571395,5.14413089762747,FALSE,0.44919168591224
"513","Chesterfield517","CHESTERFIELD",273.0892,254,"169","74","11","0.317137",113053.423388,96637,0.169877204259238,0.0751543307086614,0.442403858930793,0.058537052571395,9.52552471597597,FALSE,0.304526748971193
"514","Chesterfield511","CHESTERFIELD",1315.001427,1202,"740","423","39","0.349116788",113053.423388,96637,0.169877204259238,0.0940111705490848,0.55340662662202,0.058537052571395,7.62924256962358,FALSE,0.363714531384351
"515","Chesterfield105","CHESTERFIELD",1101.366185,811,"347","435","29","0.665866034",113053.423388,96637,0.169877204259238,0.358034753390876,2.10760916952991,0.058537052571395,18.9215056255012,TRUE,0.556265984654731
"516","Chesterfield214","CHESTERFIELD",239.756858,175,"28","140","7","0.847097885",113053.423388,96637,0.169877204259238,0.370039188571429,2.17827453768745,0.058537052571395,20.1286960297559,FALSE,0.833333333333333
"517","Chesterfield301","CHESTERFIELD",1684.058268,1306,"230","1053","23","0.828582539",113053.423388,96637,0.169877204259238,0.289478,1.70404264222672,0.058537052571395,12.0272991430176,FALSE,0.820732657833203
"518","Clarke301","CLARKE",749.468672,670,"374","279","17","0.449792365",5176.539447,4713,0.0983533730108212,0.118609958208955,1.20595719880299,0.0296845932228222,6.93818497888806,FALSE,0.427258805513017
