id,county,model_turnout,actual_turnout,repub,dem,oth,county_model_turnout,county_actual_turnout,county_dev,pc_dev,pc_county_ratio,pc_sd,t,modeled_support
Fairfax119,Fairfax,2182.734963,1816,803,972,41,333821.408,279393,0.19480949,0.201946566,1.036636178,0.07552658,0.485076615,0.582142456
Fairfax713,Fairfax,1418.584,1150,351,776,23,333821.408,279393,0.19480949,0.233551304,1.19887026,0.07552658,2.633116178,0.721165
Fairfax920,Fairfax,1366.279,1095,497,580,18,333821.408,279393,0.19480949,0.247743379,1.271721303,0.07552658,3.597691079,0.594216
Fairfax225,Fairfax,1739.812,1452,373,1035,44,333821.408,279393,0.19480949,0.198217631,1.017494735,0.07552658,0.231636799,0.729079
Fairfax419,Fairfax,1523.6498,1216,350,844,22,333821.408,279393,0.19480949,0.25300148,1.298712294,0.07552658,3.95506184,0.72123258
Fairfax320,Fairfax,1865.847,1502,510,952,40,333821.408,279393,0.19480949,0.242241678,1.24347986,0.07552658,3.223763866,0.704217
Fairfax238,Fairfax,1601.723,1303,514,760,29,333821.408,279393,0.19480949,0.229257866,1.176831098,0.07552658,2.341309481,0.622
Fairfax401,Fairfax,1702.296576,1444,576,841,27,333821.408,279393,0.19480949,0.178875745,0.918208578,0.07552658,1.082948838,0.621572045
Fairfax703,Fairfax,558.22076,564,146,404,14,333821.408,279393,0.19480949,0.010246879,0.052599488,0.07552658,12.54393502,0.763053576
Fairfax224,Fairfax,2469.907,2076,565,1471,40,333821.408,279393,0.19480949,0.189743256,0.973993905,0.07552658,0.344330369,0.710791
Fairfax518,Fairfax,1255.771,1030,430,570,30,333821.408,279393,0.19480949,0.219195146,1.125176937,0.07552658,1.657389181,0.692379
Fairfax843,Fairfax,1449.666,1209,507,674,28,333821.408,279393,0.19480949,0.199062035,1.021829246,0.07552658,0.289027336,0.61005
Fairfax711,Fairfax,1075.19,950,362,567,21,333821.408,279393,0.19480949,0.131778947,0.676450347,0.07552658,4.283917703,0.632452
Fairfax902,Fairfax,1675.473,1455,575,830,50,333821.408,279393,0.19480949,0.151527835,0.777825735,0.07552658,2.941669874,0.655393
Fairfax218,Fairfax,1230.085979,1040,344,671,25,333821.408,279393,0.19480949,0.18277498,0.938224208,0.07552658,0.817934457,0.686388641
Fairfax842,Fairfax,1301.857,1096,544,530,22,333821.408,279393,0.19480949,0.18782573,0.96415082,0.07552658,0.474656471,0.538155
Fairfax404,Fairfax,1633.159473,1282,433,814,35,333821.408,279393,0.19480949,0.273915346,1.406067769,0.07552658,5.376488238,0.684411174
Fairfax708,Fairfax,2177.792658,1797,543,1196,58,333821.408,279393,0.19480949,0.211904651,1.087753223,0.07552658,1.161885301,0.693450323
Fairfax921,Fairfax,1692.762,1558,838,683,37,333821.408,279393,0.19480949,0.086496791,0.444007069,0.07552658,7.361553131,0.518693
Fairfax701,Fairfax,2108.046874,1696,639,1014,43,333821.408,279393,0.19480949,0.242952166,1.247126953,0.07552658,3.272052746,0.658908489
Fairfax131,Fairfax,1621.394,1315,551,736,28,333821.408,279393,0.19480949,0.23299924,1.196036389,0.07552658,2.595594683,0.590976
Fairfax507,Fairfax,1467.631494,1132,341,767,24,333821.408,279393,0.19480949,0.296494253,1.52197027,0.07552658,6.911080439,0.736690243
Fairfax129,Fairfax,885.1505,752,308,423,21,333821.408,279393,0.19480949,0.177061835,0.908897378,0.07552658,1.206232583,0.581602
Fairfax314,Fairfax,1398.690643,1162,478,663,21,333821.408,279393,0.19480949,0.203692464,1.045598258,0.07552658,0.603737892,0.621158352
Fairfax133,Fairfax,351.5776,319,120,187,12,333821.408,279393,0.19480949,0.102124138,0.524225682,0.07552658,6.299428866,0.616385
Fairfax310,Fairfax,1119.257827,967,378,578,11,333821.408,279393,0.19480949,0.157453802,0.80824503,0.07552658,2.538907093,0.647374702
Fairfax305,Fairfax,1334.26504,1056,380,669,7,333821.408,279393,0.19480949,0.263508561,1.352647451,0.07552658,4.669183364,0.656143854
Fairfax234,Fairfax,2567.236,2234,876,1320,38,333821.408,279393,0.19480949,0.149165622,0.765699976,0.07552658,3.102219426,0.626908
Fairfax709,Fairfax,1463.738304,1186,380,768,38,333821.408,279393,0.19480949,0.234180695,1.202101059,0.07552658,2.675893166,0.699341668
Fairfax730,Fairfax,1568.364,1274,539,709,26,333821.408,279393,0.19480949,0.231054945,1.186055898,0.07552658,2.463449263,0.605447
Fairfax329,Fairfax,1834.207,1587,802,766,19,333821.408,279393,0.19480949,0.155770006,0.799601734,0.07552658,2.653347552,0.508541
Fairfax208,Fairfax,1337.48744,1087,264,794,29,333821.408,279393,0.19480949,0.230439227,1.182895283,0.07552658,2.421601544,0.731305046
Fairfax923,Fairfax,1161.368,1000,619,368,13,333821.408,279393,0.19480949,0.161368,0.828337468,0.07552658,2.27287575,0.434095
Fairfax734,Fairfax,858.2765,736,249,468,19,333821.408,279393,0.19480949,0.166136549,0.852815479,0.07552658,1.948777779,0.673724
Fairfax328,Fairfax,1663.541,1458,688,747,23,333821.408,279393,0.19480949,0.140974623,0.723653773,0.07552658,3.65892679,0.536625
Fairfax707,Fairfax,1310.766554,1072,424,635,13,333821.408,279393,0.19480949,0.222729994,1.143322093,0.07552658,1.897637805,0.633037248
Fairfax501,Fairfax,1531.20339,1158,307,831,20,333821.408,279393,0.19480949,0.32228272,1.654348151,0.07552658,8.663812803,0.762089424
Fairfax327,Fairfax,1646.66,1468,634,800,34,333821.408,279393,0.19480949,0.121702997,0.624728277,0.07552658,4.968737139,0.581134
Fairfax512,Fairfax,775.533983,658,232,404,22,333821.408,279393,0.19480949,0.178623074,0.916911564,0.07552658,1.100121789,0.665625334
Fairfax424,Fairfax,1445.152,1268,428,820,20,333821.408,279393,0.19480949,0.139709779,0.717161053,0.07552658,3.744892824,0.6796
Fairfax930,Fairfax,1041.189,1034,468,541,25,333821.408,279393,0.19480949,0.006952611,0.035689284,0.07552658,12.76783241,0.539353
Fairfax840,Fairfax,1626.182,1393,628,735,30,333821.408,279393,0.19480949,0.167395549,0.859278205,0.07552658,1.86320889,0.567801
Fairfax824,Fairfax,2212.849,1882,930,910,42,333821.408,279393,0.19480949,0.175796493,0.902402099,0.07552658,1.292232493,0.52476
Fairfax915,Fairfax,1534.436,1319,782,513,24,333821.408,279393,0.19480949,0.163332828,0.838423362,0.07552658,2.139334761,0.452814
Fairfax213,Fairfax,2182.107256,1884,711,1140,33,333821.408,279393,0.19480949,0.158231028,0.812234698,0.07552658,2.48608241,0.626861219
Fairfax125,Fairfax,1797.154,1504,640,836,28,333821.408,279393,0.19480949,0.194916223,1.000547884,0.07552658,0.007254188,0.574976
Fairfax607,Fairfax,1859.889283,1438,452,947,39,333821.408,279393,0.19480949,0.29338615,1.506015692,0.07552658,6.6998359,0.713670565
Fairfax236,Fairfax,719.3963,629,227,390,12,333821.408,279393,0.19480949,0.143714308,0.737717183,0.07552658,3.472722018,0.631029
Fairfax422,Fairfax,1663.79,1298,430,842,26,333821.408,279393,0.19480949,0.281810478,1.44659522,0.07552658,5.913086759,0.686514
Fairfax933,Fairfax,330.817,261,117,133,11,333821.408,279393,0.19480949,0.267498084,1.373126554,0.07552658,4.940334306,0.575967
Fairfax216,Fairfax,767.116126,712,277,419,16,333821.408,279393,0.19480949,0.077410289,0.397364056,0.07552658,7.979123954,0.647622846
Fairfax321,Fairfax,2300.08,2060,848,1152,60,333821.408,279393,0.19480949,0.116543689,0.598244413,0.07552658,5.319393339,0.589188
Fairfax316,Fairfax,570.08186,463,196,263,4,333821.408,279393,0.19480949,0.231278315,1.187202507,0.07552658,2.47863079,0.622705431
Fairfax317,Fairfax,1245.199852,1057,396,639,22,333821.408,279393,0.19480949,0.178050948,0.913974712,0.07552658,1.139006792,0.660174036
Fairfax601,Fairfax,1221.134771,1056,502,538,16,333821.408,279393,0.19480949,0.156377624,0.80272077,0.07552658,2.61205036,0.602924146
Fairfax423,Fairfax,1378.427,1205,480,702,23,333821.408,279393,0.19480949,0.143922822,0.738787527,0.07552658,3.458550267,0.652172
Fairfax825,Fairfax,1541.051,1353,655,677,21,333821.408,279393,0.19480949,0.138988174,0.713456896,0.07552658,3.793937228,0.557763
Fairfax109,Fairfax,1906.487079,1619,685,904,30,333821.408,279393,0.19480949,0.177570771,0.911509861,0.07552658,1.171642345,0.584250168
Fairfax311,Fairfax,1270.490161,1041,502,532,7,333821.408,279393,0.19480949,0.220451644,1.131626817,0.07552658,1.742788,0.538635761
Fairfax619,Fairfax,1193.7262,975,395,558,22,333821.408,279393,0.19480949,0.224334564,1.151558703,0.07552658,2.006693577,0.621293376
Fairfax324,Fairfax,1596.585,1280,437,795,48,333821.408,279393,0.19480949,0.247332031,1.269609765,0.07552658,3.569733524,0.704229
Fairfax322,Fairfax,1713.717,1496,840,632,24,333821.408,279393,0.19480949,0.145532754,0.747051664,0.07552658,3.349130012,0.469503
Fairfax804,Fairfax,991.7992,862,481,374,7,333821.408,279393,0.19480949,0.150579118,0.772955763,0.07552658,3.006150111,0.468572
Fairfax302,Fairfax,1566.40105,1218,509,698,11,333821.408,279393,0.19480949,0.286043555,1.468324538,0.07552658,6.200791007,0.607245865
Fairfax807,Fairfax,1214.69,1054,508,513,33,333821.408,279393,0.19480949,0.152457306,0.782596911,0.07552658,2.878497724,0.533642
Fairfax850,Fairfax,1704.476,1443,762,663,18,333821.408,279393,0.19480949,0.181203049,0.930155142,0.07552658,0.924771889,0.480911
Fairfax854,Fairfax,1726.068,1483,852,602,29,333821.408,279393,0.19480949,0.1639029,0.841349665,0.07552658,2.100589419,0.437109
Fairfax421,Fairfax,1700.539,1298,437,836,25,333821.408,279393,0.19480949,0.310122496,1.591927044,0.07552658,7.837334137,0.693467
Fairfax908,Fairfax,1287.358,1141,517,610,14,333821.408,279393,0.19480949,0.128271691,0.65844683,0.07552658,4.522290954,0.561939
Fairfax839,Fairfax,1956.929,1693,864,807,22,333821.408,279393,0.19480949,0.155894271,0.800239609,0.07552658,2.644901841,0.512543
Fairfax333,Fairfax,1024.572,821,350,457,14,333821.408,279393,0.19480949,0.247956151,1.272813509,0.07552658,3.612152289,0.612779
Fairfax222,Fairfax,1155.608,1023,222,777,24,333821.408,279393,0.19480949,0.129626588,0.665401815,0.07552658,4.430204375,0.771157
Fairfax409,Fairfax,2145.170818,1690,535,1124,31,333821.408,279393,0.19480949,0.269331845,1.382539651,0.07552658,5.064967214,0.712435297
Fairfax526,Fairfax,1540.261,1156,325,808,23,333821.408,279393,0.19480949,0.332405709,1.706311683,0.07552658,9.351829283,0.748982
Fairfax303,Fairfax,854.890009,733,296,423,14,333821.408,279393,0.19480949,0.166289235,0.853599249,0.07552658,1.938400379,0.620128148
Fairfax909,Fairfax,1185.608,1083,500,556,27,333821.408,279393,0.19480949,0.094744229,0.486342985,0.07552658,6.801009862,0.571401
Fairfax621,Fairfax,860.263907,755,228,506,21,333821.408,279393,0.19480949,0.139422393,0.715685838,0.07552658,3.764425214,0.713840585
Fairfax919,Fairfax,1737.214,1397,597,764,36,333821.408,279393,0.19480949,0.243531854,1.250102618,0.07552658,3.311451651,0.628866
Fairfax130,Fairfax,1313.94,1168,500,639,29,333821.408,279393,0.19480949,0.12494863,0.641388825,0.07552658,4.74814529,0.587788
Fairfax845,Fairfax,2204.041,1932,1051,853,28,333821.408,279393,0.19480949,0.140807971,0.722798313,0.07552658,3.6702534,0.454315
Fairfax505,Fairfax,1171.008168,909,276,608,25,333821.408,279393,0.19480949,0.288237809,1.479588125,0.07552658,6.349925082,0.735708286
Fairfax803,Fairfax,2450.275,2055,1201,819,35,333821.408,279393,0.19480949,0.192347932,0.987364278,0.07552658,0.167301655,0.430195
Fairfax331,Fairfax,1341.924,1125,525,586,14,333821.408,279393,0.19480949,0.192821333,0.989794352,0.07552658,0.135126573,0.562211
Fairfax214,Fairfax,1734.802334,1523,616,883,24,333821.408,279393,0.19480949,0.139069162,0.713872624,0.07552658,3.788432835,0.62440547
Fairfax617,Fairfax,997.139929,784,188,585,11,333821.408,279393,0.19480949,0.271862154,1.395528286,0.07552658,5.23694157,0.790153765
Fairfax405,Fairfax,830.497416,645,159,473,13,333821.408,279393,0.19480949,0.287592893,1.476277631,0.07552658,6.306092917,0.768661477
Fairfax223,Fairfax,2039.116,1842,504,1289,49,333821.408,279393,0.19480949,0.107011944,0.549315864,0.07552658,5.967225525,0.70924
Fairfax504,Fairfax,1025.70306,817,284,522,11,333821.408,279393,0.19480949,0.255450502,1.311283661,0.07552658,4.121511411,0.713348834
Fairfax827,Fairfax,1483.157,1263,544,699,20,333821.408,279393,0.19480949,0.174312747,0.894785706,0.07552658,1.39307637,0.545496
Fairfax916,Fairfax,2577.894,2235,1084,1114,37,333821.408,279393,0.19480949,0.153420134,0.787539323,0.07552658,2.813058354,0.52779
Fairfax108,Fairfax,1322.305198,1196,523,641,32,333821.408,279393,0.19480949,0.105606353,0.542100658,0.07552658,6.062757541,0.579055328
Fairfax815,Fairfax,1576.949254,1362,784,560,18,333821.408,279393,0.19480949,0.157818836,0.810118825,0.07552658,2.51409735,0.45337804
Fairfax910,Fairfax,1502.237,1229,469,723,37,333821.408,279393,0.19480949,0.222324654,1.141241393,0.07552658,1.870088556,0.689031
Fairfax323,Fairfax,1234.714,1087,449,621,17,333821.408,279393,0.19480949,0.135891444,0.697560699,0.07552658,4.004408789,0.602264
Fairfax517,Fairfax,783.4237,635,186,424,25,333821.408,279393,0.19480949,0.23373811,1.199829175,0.07552658,2.645812579,0.759123
Fairfax726,Fairfax,1578.672,1232,442,761,29,333821.408,279393,0.19480949,0.28138961,1.444434816,0.07552658,5.884482202,0.686681
Fairfax511,Fairfax,1367.470255,1208,421,766,21,333821.408,279393,0.19480949,0.1320118,0.677645633,0.07552658,4.268091667,0.668020313
Fairfax841,Fairfax,946.0976,819,468,339,12,333821.408,279393,0.19480949,0.155186325,0.796605568,0.07552658,2.6930179,0.44231
Fairfax240,Fairfax,1333.28,1215,622,574,19,333821.408,279393,0.19480949,0.097349794,0.499717925,0.07552658,6.623920683,0.499586
Fairfax418,Fairfax,856.9154,639,224,390,25,333821.408,279393,0.19480949,0.341025665,1.750559813,0.07552658,9.937690983,0.66617
Fairfax417,Fairfax,1518.133624,1132,465,644,23,333821.408,279393,0.19480949,0.341107442,1.75097959,0.07552658,9.94324899,0.684256571
Fairfax115,Fairfax,898.0116,814,360,426,28,333821.408,279393,0.19480949,0.103208354,0.529791201,0.07552658,6.225739328,0.555931
Fairfax120,Fairfax,1875.866959,1617,816,783,18,333821.408,279393,0.19480949,0.160090884,0.821781749,0.07552658,2.359675906,0.508334642
Fairfax628,Fairfax,1591.78,1205,393,788,24,333821.408,279393,0.19480949,0.320979253,1.647657167,0.07552658,8.575221693,0.715026
Fairfax719,Fairfax,577.0993,512,176,325,11,333821.408,279393,0.19480949,0.12714707,0.652673902,0.07552658,4.598726669,0.661987
Fairfax113,Fairfax,2350.572,2060,842,1176,42,333821.408,279393,0.19480949,0.141054369,0.724063128,0.07552658,3.653506782,0.590067
Fairfax503,Fairfax,923.790108,799,240,547,12,333821.408,279393,0.19480949,0.156182864,0.801721021,0.07552658,2.6252874,0.715855111
Fairfax528,Fairfax,715.0003,630,250,370,10,333821.408,279393,0.19480949,0.134921111,0.692579765,0.07552658,4.070358209,0.588207
Fairfax516,Fairfax,1316.261,955,316,615,24,333821.408,279393,0.19480949,0.37828377,1.941813866,0.07552658,12.46996575,0.731839
Fairfax914,Fairfax,1318.134,1191,568,605,18,333821.408,279393,0.19480949,0.106745592,0.547948623,0.07552658,5.985328309,0.530779
Fairfax918,Fairfax,1778.125,1408,567,803,38,333821.408,279393,0.19480949,0.262872869,1.349384308,0.07552658,4.625978133,0.636781
Fairfax932,Fairfax,672.9268,558,218,327,13,333821.408,279393,0.19480949,0.205962007,1.057248324,0.07552658,0.75798909,0.621693
Fairfax306,Fairfax,1190.161713,1072,555,505,12,333821.408,279393,0.19480949,0.110225479,0.565811647,0.07552658,5.74881523,0.51292096
Fairfax846,Fairfax,1500.237,1159,490,616,53,333821.408,279393,0.19480949,0.294423641,1.511341365,0.07552658,6.770349784,0.618803
Fairfax727,Fairfax,1505.665,1307,615,670,22,333821.408,279393,0.19480949,0.152000765,0.780253389,0.07552658,2.909526831,0.555501
Fairfax318,Fairfax,827.203,727,288,431,8,333821.408,279393,0.19480949,0.137830812,0.707515898,0.07552658,3.872598255,0.657973
Fairfax802,Fairfax,562.8808,436,179,245,12,333821.408,279393,0.19480949,0.291011009,1.493823574,0.07552658,6.538407721,0.638716
Fairfax307,Fairfax,1446.589075,1252,469,760,23,333821.408,279393,0.19480949,0.155422584,0.797818338,0.07552658,2.676960376,0.639347777
Fairfax805,Fairfax,974.9203,830,437,381,12,333821.408,279393,0.19480949,0.174602771,0.896274461,0.07552658,1.373364697,0.468695
Fairfax202,Fairfax,1786.685648,1543,678,840,25,333821.408,279393,0.19480949,0.157929778,0.810688319,0.07552658,2.506557039,0.555848802
Fairfax627,Fairfax,1507.258,1136,316,799,21,333821.408,279393,0.19480949,0.32681162,1.677595989,0.07552658,8.971622824,0.790582
Fairfax712,Fairfax,835.8921,724,242,461,21,333821.408,279393,0.19480949,0.154547099,0.793324284,0.07552658,2.736463325,0.67017
Fairfax227,Fairfax,1017.001,921,390,516,15,333821.408,279393,0.19480949,0.104235613,0.535064351,0.07552658,6.155920862,0.580107
Fairfax428,Fairfax,1293.033,979,180,777,22,333821.408,279393,0.19480949,0.320769152,1.646578673,0.07552658,8.560942028,0.817357
Fairfax608,Fairfax,1238.760005,1051,315,725,11,333821.408,279393,0.19480949,0.178648911,0.917044186,0.07552658,1.09836582,0.750565369
Fairfax406,Fairfax,1339.55507,1222,573,617,32,333821.408,279393,0.19480949,0.096198912,0.493810191,0.07552658,6.702141276,0.562816064
Fairfax604,Fairfax,1655.008751,1224,316,886,22,333821.408,279393,0.19480949,0.352131333,1.807567649,0.07552658,10.69249592,0.76832971
Fairfax229,Fairfax,2555.344,2367,995,1328,44,333821.408,279393,0.19480949,0.079570765,0.408454252,0.07552658,7.832285641,0.573044
Fairfax520,Fairfax,1466.452,1122,240,868,14,333821.408,279393,0.19480949,0.306998217,1.575889433,0.07552658,7.624990215,0.770688
Fairfax838,Fairfax,1302.104,1180,592,566,22,333821.408,279393,0.19480949,0.103477966,0.53117518,0.07552658,6.207414928,0.52958
Fairfax609,Fairfax,1178.924616,1144,520,602,22,333821.408,279393,0.19480949,0.03052851,0.156709565,0.07552658,11.1654789,0.617928858
Fairfax622,Fairfax,1513.356,1078,312,742,24,333821.408,279393,0.19480949,0.403855288,2.073078097,0.07552658,14.20795297,0.752394773
Fairfax104,Fairfax,1377.852257,1212,520,659,33,333821.408,279393,0.19480949,0.136841796,0.702439065,0.07552658,3.939817419,0.577242468
Fairfax721,Fairfax,1724.131,1360,402,902,56,333821.408,279393,0.19480949,0.267743382,1.374385723,0.07552658,4.957006171,0.693043
Fairfax720,Fairfax,1010.905,909,363,527,19,333821.408,279393,0.19480949,0.112106711,0.575468425,0.07552658,5.62095589,0.618951
Fairfax929,Fairfax,424.8367,371,205,161,5,333821.408,279393,0.19480949,0.145112399,0.744893889,0.07552658,3.377699758,0.512691
Fairfax848,Fairfax,1350.037,984,392,566,26,333821.408,279393,0.19480949,0.371988821,1.909500509,0.07552658,12.04212489,0.654209
Fairfax106,Fairfax,1491.963598,1135,340,754,41,333821.408,279393,0.19480949,0.314505373,1.614425314,0.07552658,8.135219599,0.732765914
Fairfax614,Fairfax,1269.801,1106,529,562,15,333821.408,279393,0.19480949,0.14810217,0.760241042,0.07552658,3.174497746,0.547229
Fairfax502,Fairfax,872.767495,739,240,491,8,333821.408,279393,0.19480949,0.181011495,0.929171853,0.07552658,0.937790995,0.669255108
Fairfax116,Fairfax,1342.125,1225,472,738,15,333821.408,279393,0.19480949,0.095612245,0.490798701,0.07552658,6.742014516,0.622682
Fairfax611,Fairfax,1894.539,1625,703,896,26,333821.408,279393,0.19480949,0.165870154,0.851448015,0.07552658,1.966883517,0.596773
Fairfax844,Fairfax,1091.862,843,303,515,25,333821.408,279393,0.19480949,0.295209964,1.515377735,0.07552658,6.823792835,0.664995
Fairfax926,Fairfax,1722.937,1300,516,743,41,333821.408,279393,0.19480949,0.325336154,1.670022098,0.07552658,8.87134169,0.661488
Fairfax901,Fairfax,1740.421,1303,501,753,49,333821.408,279393,0.19480949,0.335702993,1.723237366,0.07552658,9.575931624,0.656684
Fairfax325,Fairfax,911.5762,679,207,453,19,333821.408,279393,0.19480949,0.342527541,1.75826927,0.07552658,10.03976706,0.761565
Fairfax606,Fairfax,1618.641083,1392,554,819,19,333821.408,279393,0.19480949,0.16281687,0.835774836,0.07552658,2.174402225,0.626599998
Fairfax221,Fairfax,1642.573,1443,505,914,24,333821.408,279393,0.19480949,0.138304227,0.709946045,0.07552658,3.840422202,0.655481
Fairfax429,Fairfax,1311.092,964,181,771,12,333821.408,279393,0.19480949,0.360053942,1.848236147,0.07552658,11.23096196,0.842232
Fairfax132,Fairfax,1643.622,1180,456,695,29,333821.408,279393,0.19480949,0.3929,2.016842194,0.07552658,13.46336871,0.647484
Fairfax506,Fairfax,1060.917577,852,252,587,13,333821.408,279393,0.19480949,0.245208424,1.25870882,0.07552658,3.425400959,0.751646157
Fairfax605,Fairfax,1483.268251,1304,610,678,16,333821.408,279393,0.19480949,0.137475653,0.705692789,0.07552658,3.896736897,0.547992957
Fairfax237,Fairfax,1373.799,1027,320,675,32,333821.408,279393,0.19480949,0.337681597,1.733393975,0.07552658,9.710408901,0.699479
Fairfax731,Fairfax,1235.834,900,332,544,24,333821.408,279393,0.19480949,0.373148889,1.915455392,0.07552658,12.12096976,0.661868
Fairfax413,Fairfax,889.5431,637,100,529,8,333821.408,279393,0.19480949,0.396456986,2.035100985,0.07552658,13.7051219,0.862235
Fairfax513,Fairfax,1364.981,1163,412,725,26,333821.408,279393,0.19480949,0.173672399,0.891498656,0.07552658,1.436598129,0.689903
Fairfax332,Fairfax,1121.823,838,222,591,25,333821.408,279393,0.19480949,0.338690931,1.738575108,0.07552658,9.77900903,0.71816
Fairfax924,Fairfax,265.6473,181,49,128,4,333821.408,279393,0.19480949,0.467664641,2.400625554,0.07552658,18.54480309,0.751887
Fairfax522,Fairfax,847.4326,810,370,430,10,333821.408,279393,0.19480949,0.046213086,0.237221946,0.07552658,10.09946504,0.560178
Fairfax612,Fairfax,877.5346,791,368,409,14,333821.408,279393,0.19480949,0.109398989,0.561569092,0.07552658,5.804988232,0.552599
Fairfax134,Fairfax,378.3283,559,141,368,50,333821.408,279393,0.19480949,0.323205188,1.65908338,0.07552658,8.726509001,0.681984
Fairfax226,Fairfax,2009.947,2160,793,1016,351,333821.408,279393,0.19480949,0.069468981,0.356599575,0.07552658,8.518860844,0.574896
Fairfax426,Fairfax,1291.829,1209,491,709,9,333821.408,279393,0.19480949,0.068510339,0.351678653,0.07552658,8.584015684,0.600271
Fairfax City005,Fairfax City,1146.85762,943,389,537,17,7537.220019,6336,0.189586493,0.216179873,1.140270435,0.017470924,8.028793163,0.61238429
Fairfax City003,Fairfax City,1640.101,1364,586,778,0,7537.220019,6336,0.189586493,0.202420088,1.06769256,0.017470924,3.874583863,0.596354
Fairfax City006,Fairfax City,1039.319,875,370,482,23,7537.220019,6336,0.189586493,0.187793143,0.990540729,0.017470924,0.541429357,0.596658
Fairfax City004,Fairfax City,1380.637,1173,492,653,28,7537.220019,6336,0.189586493,0.17701364,0.933682762,0.017470924,3.795863258,0.622987
Fairfax City001,Fairfax City,1085.644,915,427,488,0,7537.220019,6336,0.189586493,0.186496175,0.983699693,0.017470924,0.932996274,0.629673
Fairfax City002,Fairfax City,1244.661399,1066,480,560,26,7537.220019,6336,0.189586493,0.167599811,0.884028228,0.017470924,6.637987301,0.566763704
Falls Church City001,Falls Church City,1779.791,1546,413,1090,43,5089.205411,4388,0.159800686,0.151223157,0.946323574,0.010147696,5.289518396,0.719109
Falls Church City003,Falls Church City,1894.373,1634,422,1170,42,5089.205411,4388,0.159800686,0.159347001,0.997160932,0.010147696,0.279774605,0.736619
Falls Church City002,Falls Church City,1415.041411,1208,336,847,25,5089.205411,4388,0.159800686,0.171391897,1.072535423,0.010147696,7.14796949,0.720758676
Fauquier104,Fauquier,599.033258,501,366,127,8,22968.22663,19586,0.17268593,0.195675166,1.133127437,0.045797236,2.906888037,0.343255061
Fauquier404,Fauquier,703.312596,584,380,200,4,22968.22663,19586,0.17268593,0.20430239,1.183086485,0.045797236,3.99776279,0.407302997
Fauquier501,Fauquier,1165.714784,996,542,444,10,22968.22663,19586,0.17268593,0.170396369,0.986741474,0.045797236,0.289504938,0.484300653
Fauquier105,Fauquier,587.5199,496,356,134,6,22968.22663,19586,0.17268593,0.184515927,1.068505854,0.045797236,1.495851274,0.347518
Fauquier401,Fauquier,1332.556936,1126,695,405,26,22968.22663,19586,0.17268593,0.183443105,1.062293288,0.045797236,1.360197556,0.427746721
Fauquier103,Fauquier,652.647443,546,325,210,11,22968.22663,19586,0.17268593,0.195324987,1.131099602,0.045797236,2.862609502,0.457021492
Fauquier203,Fauquier,1444.418701,1215,675,514,26,22968.22663,19586,0.17268593,0.188821976,1.093441578,0.045797236,2.040332259,0.485205971
Fauquier502,Fauquier,1283.596989,1102,754,314,34,22968.22663,19586,0.17268593,0.164788556,0.954267414,0.045797236,0.998588338,0.350330076
Fauquier102,Fauquier,1391.458819,1148,831,292,25,22968.22663,19586,0.17268593,0.212072142,1.228080027,0.045797236,4.98021382,0.344834676
Fauquier301,Fauquier,936.36506,783,538,225,20,22968.22663,19586,0.17268593,0.195868531,1.13424719,0.045797236,2.931338272,0.350641773
Fauquier504,Fauquier,1750.37,1515,"1,024",460,31,22968.22663,19586,0.17268593,0.155359736,0.899666439,0.045797236,2.190821335,0.376465
Fauquier302,Fauquier,1264.019105,1105,727,359,19,22968.22663,19586,0.17268593,0.143908692,0.833355051,0.045797236,3.638755613,0.415659203
Fauquier201,Fauquier,1586.938328,1321,767,516,38,22968.22663,19586,0.17268593,0.201315918,1.165792244,0.045797236,3.620136475,0.468402197
Fauquier202,Fauquier,1300.071002,1158,715,422,21,22968.22663,19586,0.17268593,0.12268653,0.710460487,0.045797236,6.322204986,0.409030375
Fauquier402,Fauquier,1293.57916,1132,631,485,16,22968.22663,19586,0.17268593,0.142737774,0.826574427,0.045797236,3.786813119,0.47958392
Fauquier101,Fauquier,623.601543,566,404,149,13,22968.22663,19586,0.17268593,0.101769511,0.589332961,0.045797236,8.967070432,0.352867702
Fauquier403,Fauquier,1644.09535,1433,967,436,30,22968.22663,19586,0.17268593,0.147310084,0.853052032,0.045797236,3.208664576,0.39420546
Fauquier106,Fauquier,797.7883,735,468,252,15,22968.22663,19586,0.17268593,0.085426259,0.49469148,0.045797236,11.03360302,0.413531
Fauquier503,Fauquier,1246.891999,1075,727,338,10,22968.22663,19586,0.17268593,0.159899534,0.925955772,0.045797236,1.616783779,0.361623782
Fauquier303,Fauquier,1364.247359,1049,680,336,33,22968.22663,19586,0.17268593,0.300521791,1.740279539,0.045797236,16.16428427,0.425686054
Floyd401,Floyd,968.614733,823,485,313,25,5148.389035,4354,0.182450398,0.176931632,0.969751962,0.042281577,0.715395219,0.432996987
Floyd201,Floyd,1143.576687,962,499,423,40,5148.389035,4354,0.182450398,0.188749155,1.034523117,0.042281577,0.816504937,0.466468756
Floyd101,Floyd,1035.714,901,527,340,34,5148.389035,4354,0.182450398,0.149516093,0.819488992,0.042281577,4.269259058,0.438531
Floyd301,Floyd,1016.56,883,388,459,36,5148.389035,4354,0.182450398,0.151257078,0.829031229,0.042281577,4.043575973,0.497873
Floyd501,Floyd,983.923615,785,543,222,20,5148.389035,4354,0.182450398,0.253405879,1.388902853,0.042281577,9.197926767,0.397947431
